time_s,Temperature_uniform_noise
3526.917,35.77
3528.014,35.77
3529.111,35.75
3530.208,35.81
3531.305,35.71
3532.402,35.81
3533.5,35.77
3534.597,35.71
3535.694,35.75
3536.806,35.75
3537.903,35.81
3539.0,35.77
3540.098,35.69
3541.195,35.67
3542.292,35.61
3543.389,35.75
3544.486,35.61
3545.583,35.69
3546.68,35.71
3547.777,35.63
3548.874,35.53
3549.971,35.63
3551.068,35.75
3552.165,35.67
3553.262,35.69
3554.359,35.67
3555.456,35.67
3556.553,35.67
3557.65,35.67
3558.747,35.67
3559.844,35.67
3560.941,35.69
3562.038,35.63
3563.135,35.75
3564.232,35.75
3565.329,35.61
3566.426,35.63
3567.523,35.75
3568.62,35.75
3569.717,35.67
3570.814,35.59
3571.927,35.61
3573.024,35.59
3574.121,35.53
3575.218,35.63
3576.315,35.69
3577.412,35.63
3578.509,35.67
3579.606,35.67
3580.703,35.81
3581.8,35.75
3582.897,35.83
3583.994,35.69
3585.091,35.75
3586.188,35.71
3587.285,35.67
3588.382,35.85
3589.479,35.75
3590.576,35.77
3591.673,35.67
3592.77,35.83
3593.867,35.75
3594.964,35.81
3596.061,51.24608770239537
3597.158,73.95772944699316
3598.255,31.33165440879439
3599.352,31.002047043549826
3601.094,39.570021925595945
3602.188,23.637693629284684
3603.282,24.608699110682704
3604.376,24.875948325748574
3605.47,24.421624660142772
3606.564,25.198647383825303
3607.658,24.69978218236875
3608.752,23.11310350632463
3609.846000000001,22.408347239988622
3610.940000000001,22.238089403788216
3612.034000000001,22.07773987474406
3613.1280000000006,21.702590973652608
3614.2220000000007,20.747402106594116
3615.3160000000007,21.539241444616174
3616.4100000000008,20.118820604776325
3617.504000000001,21.561966366123535
3618.598000000001,21.713407587992137
3619.692000000001,22.32808078263824
3620.786000000001,23.62178532211685
3621.880000000001,23.961300994533104
3622.974000000001,25.306455377018715
3624.068000000001,25.689512585277996
3625.162000000001,25.09065600496756
3626.256000000001,24.609607417850533
3627.350000000001,25.482621520394673
3628.444000000001,25.58952120642025
3629.5380000000014,25.633062742263277
3630.6320000000014,24.732323718215643
3631.7260000000015,25.23218891966833
3632.8200000000015,24.957031397434623
3633.9140000000016,23.539610557598632
3635.0080000000016,21.657957744981275
3636.1020000000017,18.911199136983758
3637.1960000000017,17.24434569642142
3638.290000000002,16.657397423278816
3639.384000000002,17.694761054863257
3640.478000000002,17.107812781724512
3641.572000000002,16.503047894242382
3642.666000000002,15.871558085260624
3643.760000000002,14.660028310300227
3644.854000000002,13.412865306672362
3645.948000000002,13.76328928625259
3647.042000000002,14.595761852949842
3648.136000000002,15.910283006764114
3649.2300000000014,17.18026262473151
3650.3240000000014,17.281254003589254
3651.4180000000015,18.44433393553493
3652.5120000000015,21.22281746502822
3653.6060000000025,22.921395827101783
3654.7000000000025,24.628882496347035
3655.7940000000026,26.34527747275626
3656.888000000002,29.168302538100306
3657.9820000000022,32.000235910608325
3659.0760000000023,35.34985109890855
3660.170000000003,38.13724293558126
3661.264000000003,39.818004683311436
3662.358000000003,41.48985812387763
3663.452000000003,43.14389495010431
3664.546000000003,44.26243334621083
3665.640000000003,46.50541844557623
3666.734000000003,48.22181342198546
3667.828000000003,50.509340057197754
3668.922000000003,51.72586983215815
3670.0160000000033,50.78258927226363
3671.1100000000033,49.87494194104043
3672.2040000000034,49.020744452839686
3673.2980000000034,48.24672172915329
3674.392000000004,48.07055558578119
3675.486000000004,47.93002267107656
3676.580000000004,48.34280480083934
3677.674000000004,48.764495237773815
3678.768000000004,49.74840902634739
3679.862000000004,51.87458613252326
3680.956000000004,53.518714651578236
3682.050000000004,54.69861119786344
3683.144000000004,56.503089245958705
3684.238000000004,57.272203662473416
3685.332000000004,57.585994413386175
3686.426000000004,56.38237294560133
3687.520000000004,56.3655563312618
3688.614000000004,55.92904927998394
3689.708000000004,54.537353361655306
3690.802000000004,53.84150540248713
3691.896000000004,54.385912139786704
3692.990000000004,55.63507514341843
3694.084000000005,57.02677106175479
3695.178000000005,58.007684850316785
3696.272000000005,59.12222324641944
3697.366000000005,58.728257730996184
3698.4600000000046,57.9146017786346
3699.5540000000046,58.33229221556134
3700.6480000000047,57.250387048141604
3701.7420000000047,56.28428987391142
3702.836000000005,54.84505241973204
3703.930000000005,53.42363157989218
3705.024000000005,52.03784396872753
3706.118000000005,50.67878127907022
3707.212000000005,49.33753520374858
3708.306000000005,49.10291921735404
3709.400000000005,50.50152344285823
3710.494000000005,51.36462923823839
3711.588000000005,51.67441998914343
3712.682000000005,51.40417077408529
3713.776000000005,51.11610494467989
3714.870000000005,50.256907456475275
3715.964000000005,49.35316843242764
3717.058000000005,48.9671112241645
3718.1520000000055,47.4387906982952
3719.2460000000056,45.83920371508711
3720.3400000000056,44.14162535301355
3721.4340000000057,40.73065201453076
3722.5280000000057,36.67728055989066
3723.6220000000058,32.534826033568365
3724.716000000006,28.33892166423136
3725.810000000006,24.107384066219158
3726.904000000006,20.4291615126705
3727.998000000006,16.197623914658294
3729.092000000006,11.966086316646091
3730.186000000006,8.270047148757907
3731.280000000006,4.002876322074371
3732.374000000006,-0.2999277332882073
3733.468000000006,-4.611640095818629
3734.5620000000063,-7.325765475133238
3735.6560000000063,-8.406670642560698
3736.7500000000064,-8.425487256900226
3737.8440000000064,-9.550933960166851
3738.9380000000074,-10.167607154812941
3740.032000000007,-10.27550684084239
3741.126000000007,-9.874633018247444
3742.220000000007,-8.3849457210572
3743.314000000007,-6.886350116695262
3744.408000000007,-4.272216116238404
3745.502000000007,0.5284531405807371
3746.596000000007,5.320214090228177
3747.690000000007,10.103066732703933
3748.784000000007,15.421417805311428
3749.878000000007,20.168637219111986
3750.972000000007,25.43353844870476
3752.066000000007,31.198304879757956
3753.160000000007,36.91852977495653
3754.254000000007,42.585304827148114
3755.3480000000072,48.73412846645287
3756.4420000000073,53.1606488221767
3757.5360000000073,55.86486589432733
3758.630000000008,58.4799998947842
3759.724000000008,58.84624048870395
3760.818000000008,60.230028099868605
3761.912000000008,60.453735779087594
3763.006000000008,61.159492045423605
3764.100000000008,61.25848342428135
3765.194000000008,61.28620834579257
3766.288000000008,60.7071683798178
3767.382000000008,60.06577026366435
3768.476000000008,57.2111119696451
3769.570000000008,55.44526715022503
3770.664000000008,53.143923900669336
3771.758000000008,51.913577511373276
3772.852000000008,50.69213942924891
3773.946000000008,49.470701347124546
3775.040000000008,47.15154148323319
3776.134000000008,45.94792001544835
3777.228000000008,43.137803257276
3778.322000000008,40.90772646507456
3779.416000000008,39.30223117469091
3780.510000000008,37.77691064882162
3781.604000000009,35.78735815017869
3782.698000000009,34.957885583481435
3783.792000000009,34.74408621142642
3784.8860000000086,34.60155329672951
3785.9800000000087,34.53919514654696
3787.0740000000087,35.092510191018235
3788.1680000000088,34.63718652540471
3789.262000000009,35.359759406080244
3790.356000000009,36.13578212976278
3791.450000000009,36.929621467784834
3792.544000000009,36.65246394555113
3793.638000000009,36.88407993194568
3794.732000000009,36.562380873868946
3795.826000000009,35.66955015698914
3796.920000000009,35.31221787023722
3798.014000000009,34.954885583481435
3799.108000000009,34.053146559437664
3800.202000000009,33.124682613878804
3801.29600000001,32.178402053984286
3802.3900000000094,30.634264913783188
3803.4840000000095,29.589992975030917
3804.5780000000095,29.03667793056737
3805.6720000000096,27.350007875661646
3806.7660000000096,26.72542637384771
3807.8600000000097,27.171841732289547
3808.9540000000097,26.50271869462486
3810.04800000001,25.842503964135737
3811.14200000001,25.708879356602804
3812.23600000001,25.02193970460246
3813.33000000001,24.326091745434276
3814.42400000001,23.648060400609488
3815.51800000001,24.04993422320443
3816.61200000001,23.92521792283933
3817.70600000001,24.37163328128503
3818.80000000001,24.835865254058664
3819.89400000001,25.880137192814793
3820.9880000000094,26.40672731576712
3822.0820000000094,26.942225745895
3823.1760000000095,28.057764142001517
3824.2700000000095,29.77115911841074
3825.3640000000105,31.52909563066299
3826.4580000000105,34.42038715335355
3827.5520000000106,36.82963008893482
3828.64600000001,39.30123117469091
3829.7400000000102,41.28187536616215
3830.8340000000103,42.2271559260528
3831.928000000011,43.22588632896591
3833.022000000011,45.34906343513792
3834.116000000011,46.954558725521565
3835.210000000011,48.586778937412575
3836.304000000011,50.77231419377099
3837.398000000011,52.96675775729724
3838.492000000011,55.714516365283174
3839.586000000011,57.36455319151371
3840.680000000011,58.443458358937306
3841.7740000000113,58.96904848190121
3842.8680000000113,58.370191901590786
3843.9620000000114,57.74461039976913
3845.0560000000114,57.101212283615666
3846.150000000012,56.966587676090455
3847.244000000012,55.15420132082349
3848.338000000012,54.38608690430878
3849.432000000012,53.04684082898714
3850.526000000012,51.67196152499032
3851.620000000012,50.80585572961401
3852.714000000012,48.81530323097108
3853.808000000012,47.87793097824439
3854.902000000012,46.91383380401807
3855.996000000012,45.36078835664527
3857.090000000012,42.67438789883417
3858.184000000012,40.487852642479616
3859.278000000012,37.16796237568674
3860.372000000012,33.29475706442646
3861.466000000012,28.86823670869491
3862.560000000012,24.414991431463715
3863.654000000012,20.488336277188715
3864.748000000012,16.543864508581912
3865.842000000013,13.125982862927437
3866.936000000013,10.234691340236868
3868.030000000013,7.316674896042805
3869.124000000013,4.916340267629369
3870.2180000000126,3.0247791478441854
3871.3120000000126,1.641991536683392
3872.4060000000127,0.22357069684353092
3873.5000000000127,0.9293269631756829
3874.594000000013,1.5549084649857505
3875.688000000013,2.6358136324170687
3876.782000000013,3.065412376519383
3877.876000000013,3.3524782059209173
3878.970000000013,4.041417857917395
3880.064000000013,5.1767728683557195
3881.158000000013,6.187411578428929
3882.252000000013,7.091150602476564
3883.346000000013,7.8701733261668245
3884.440000000013,9.07779479395166
3885.534000000013,10.196333190054315
3886.628000000013,11.752378637427107
3887.722000000013,12.121619231346859
3888.816000000013,13.48168192100416
3889.9100000000135,15.297068276274995
3891.0040000000135,17.5499616828121
3892.0980000000136,19.695955403323634
3893.1920000000136,20.646235963218153
3894.2860000000137,20.93630179261583
3895.3800000000138,22.208281410587084
3896.474000000014,22.284547867937462
3897.568000000014,21.18291777900651
3898.662000000014,19.983296311217806
3899.756000000014,19.792313553506183
3900.850000000014,19.54788095277984
3901.944000000014,19.267815123374437
3903.038000000014,20.040929539896865
3904.132000000014,20.778410727740233
3905.226000000014,22.02466542420026
3906.3200000000143,23.25310350632463
3907.4140000000143,25.588171677383812
3908.5080000000144,27.949964769946504
3909.6020000000144,30.365207705527766
3910.6960000000154,35.02043574047445
3911.7900000000154,39.729113618431974
3912.884000000015,42.340339311721
3913.978000000015,45.040648076699945
3915.072000000015,47.856764834872294
3916.166000000015,51.33309632353763
3917.260000000015,54.3541041465933
3918.354000000015,56.36647325957189
3919.448000000015,58.476833751408236
3920.542000000015,61.247408973737556
3921.636000000015,64.11597557492462
3922.730000000015,66.00262838754198
3923.824000000015,68.00508919335661
3924.918000000015,70.68558134399214
3926.012000000015,72.4108846275692
3927.1060000000152,74.2519959043474
3928.2000000000153,75.12010169971984
3929.2940000000153,76.13964871696476
3930.388000000016,76.73950529727904
3931.482000000016,77.97285168656738
3932.576000000016,78.73305779591811
3933.670000000016,78.4935335023596
3934.764000000016,77.26318711306354
3935.858000000016,76.66633053275311
3936.952000000016,76.72078037576397
3938.046000000016,77.41762833493215
3939.140000000016,77.14147081269843
3940.234000000016,76.9900295908337
3941.328000000016,76.42780623920231
3942.422000000016,74.90148571333302
3943.516000000016,72.40215970606957
3944.610000000016,70.59868165797045
3945.704000000016,67.87564797148028
3946.798000000016,65.26842227819125
3947.892000000016,61.11705944470113
3948.986000000016,57.072596297232714
3950.080000000016,54.78606966202041
3951.174000000016,53.70416449459296
3952.268000000016,51.595804002756616
3953.362000000017,49.01430323096722
3954.456000000017,46.53079383804716
3955.550000000017,44.68968256127283
3956.6440000000166,42.928746049016716
3957.7380000000167,40.72139417832264
3958.8320000000167,38.62094199365799
3959.9260000000168,36.60957288067168
3961.020000000017,34.13397179491945
3962.114000000017,30.62300707757119
3963.208000000017,27.727715554884487
3964.302000000017,25.974687349796213
3965.396000000017,25.399555690993132
3966.490000000017,24.913507103876114
3967.584000000017,23.972134851157143
3968.678000000017,23.63752748590872
3969.772000000017,23.374186578014545
3970.866000000017,23.753243786269962
3971.960000000017,23.676977328923442
3973.054000000018,23.127570591627727
3974.1480000000174,23.176020434634722
3975.2420000000175,23.85796008663893
3976.3360000000175,25.137756318945847
3977.4300000000176,26.444277472756262
3978.5240000000176,26.706526687822134
3979.6180000000177,28.07540599181896
3980.7120000000177,31.068597200531244
3981.806000000018,32.94625001314859
3982.900000000018,34.23495455262334
3983.994000000018,35.51475078493412
3985.088000000018,38.97217396643163
3986.182000000018,41.86737379629003
3987.276000000018,43.65594353722133
3988.370000000018,45.41778835664914
3989.464000000018,47.14399994739403
3990.558000000018,47.73685652770446
3991.652000000018,48.27626326499632
3992.7460000000174,48.78003677362456
3993.8400000000174,49.79258379086175
3994.9340000000175,51.29608770239151
3996.0280000000175,51.6395116819756
3997.1220000000185,52.45607594150502
3998.2160000000185,51.56815353179691
3999.3100000000186,50.08237454177065
4000.404000000018,47.45433223414595
4001.4980000000182,45.30833851363056
4002.5920000000183,43.09107833577251
4003.686000000019,39.70482991878936
4004.780000000019,37.336128519062704
4005.874000000019,34.9139772763136
4006.968000000019,33.49155643647375
4008.062000000019,29.266927145625516
4009.156000000019,26.077661486365578
4010.250000000019,23.39716933572617
4011.344000000019,20.10991229760849
4012.438000000019,17.277978925096612
4013.5320000000193,16.007999307129225
4014.6260000000193,14.149071416019229
4015.7200000000194,13.298782234978585
4016.8140000000194,11.797186630624378
4017.90800000002,10.733098077532581
4019.00200000002,9.597743067094264
4020.09600000002,7.846714862005985
4021.19000000002,6.542102015363405
4022.28400000002,6.228311264454504
4023.37800000002,6.360935871987444
4024.47200000002,6.377752486326973
4025.56600000002,5.189947632873935
4026.66000000002,3.895243093399184
4027.75400000002,3.0558622195302334
4028.84800000002,2.1273982739752455
4029.94200000002,1.6453496868582107
4031.03600000002,2.1719398098221276
4032.13000000002,2.573813632417071
4033.22400000002,2.8420628474790846
4034.31800000002,2.958870840672496
4035.41200000002,4.039776008099956
4036.50600000002,5.558188226797551
4037.600000000021,6.94297583795835
4038.694000000021,6.596551858374259
4039.788000000021,7.794265018995134
4040.882000000021,8.920711722265615
4041.9760000000206,8.842536957747399
4043.0700000000206,8.121964077071858
4044.1640000000207,8.963344950940805
4045.2580000000207,10.268957797587252
4046.352000000021,11.512212494051148
4047.446000000021,12.719833961839843
4048.540000000021,14.962819061209125
4049.634000000021,18.2589844064985
4050.728000000021,21.51060821594098
4051.822000000021,24.70878218237261
4052.916000000021,27.30909956849381
4054.010000000021,30.39146554173589
4055.104000000021,33.42038167195553
4056.198000000021,36.43148118783951
4057.292000000021,39.415855782219985
4058.386000000021,42.3824137622648
4059.480000000021,44.74220685483134
4060.574000000021,46.495235059915764
4061.6680000000215,48.73922015928503
4062.7620000000215,50.39425698551171
4063.8560000000216,51.487070460107006
4064.9500000000216,53.66869740928986
4066.0440000000217,55.85032435848045
4067.1380000000217,58.014134693331506
4068.232000000022,59.080223246419436
4069.326000000022,59.075314939251605
4070.420000000022,59.64153829088298
4071.514000000022,59.15458139659812
4072.608000000022,58.14994268652491
4073.702000000022,57.18984551229859
4074.796000000022,56.292106488247086
4075.890000000022,55.43000069287078
4076.984000000022,53.49689803724257
4078.0780000000223,51.617245224625215
4079.1720000000223,49.24663551772687
4080.2660000000224,46.93838396099948
4081.3600000000224,45.24580559892593
4082.4540000000234,43.63340200137831
4083.5480000000234,42.13680639701251
4084.642000000023,41.82701564611134
4085.736000000023,41.60630796689236
4086.830000000023,41.483591666527246
4087.924000000023,41.44995843785592
4089.018000000023,40.44331972777884
4090.112000000023,40.641302485494336
4091.206000000023,40.392869884764124
4092.300000000023,41.88455718195822
4093.394000000023,43.47423585800235
4094.488000000023,45.144089298568545
4095.582000000023,46.34080245918942
4096.676000000023,46.511060295393676
4097.770000000023,46.71695136027701
4098.864000000023,46.97629226817118
4099.958000000023,48.38680480084706
4101.052000000023,49.306360439234226
4102.146000000023,49.72605087616098
4103.240000000023,50.17246623460281
4104.334000000024,50.11010808442412
4105.428000000024,48.9856613811575
4106.522000000024,48.41452972235056
4107.616000000024,46.772401203287856
4108.710000000024,45.692496035864266
4109.804000000024,45.148089298564685
4110.898000000024,44.03255090246976
4111.992000000024,43.40796940065196
4113.086000000024,42.15880639702024
4114.180000000024,40.31178681307808
4115.274000000024,38.95572412342077
4116.368000000024,36.45739811615732
4117.462000000024,34.98552743330275
4118.556000000024,34.04915518057606
4119.650000000024,32.006152838922276
4120.744000000024,31.05196397185605
4121.838000000024,28.473463200074384
4122.932000000024,25.868237506785356
4124.026000000024,24.351825288087756
4125.120000000024,22.273189717754917
4126.2140000000245,20.20346245459377
4127.308000000025,18.678141928728337
4128.402000000025,18.250543184622167
4129.496000000025,17.81403613335589
4130.590000000025,18.448525942337657
4131.684000000025,19.06519913699148
4132.778000000025,19.11964898000234
4133.872000000025,19.727413867480607
4134.966000000025,19.79968032483099
4136.060000000025,19.880855089349204
4137.154000000025,19.953121546703457
4138.248000000025,19.47207295958643
4139.342000000025,19.499797881089926
4140.436000000025,18.974207758129875
4141.530000000025,18.4040760993268
4142.624000000025,19.440439730907375
4143.718000000025,20.47680336248795
4144.812000000025,23.137478898795557
4145.906000000025,26.913692831194236
4147.0000000000255,29.065594858877457
4148.0940000000255,31.761903623856398
4149.188000000026,34.45821238883148
4150.282000000026,37.67220296960263
4151.376000000026,38.708566601187066
4152.470000000026,40.29824527723119
4153.564000000026,40.79020217151604
4154.658000000026,40.75556894284085
4155.752000000026,41.81865749592879
4156.846000000026,42.337339311721
4157.940000000026,43.42715278631243
4159.034000000026,44.54369118241122
4160.128000000026,46.23136123732081
4161.222000000026,47.428074397941685
4162.316000000026,49.22264413886526
4163.410000000026,50.54407359985123
4164.504000000026,51.95458613252326
4165.598000000026,53.46309004404916
4166.692000000026,54.51627028996926
4167.786000000026,55.13194348461536
4168.8800000000265,55.2833847064801
4169.9740000000265,56.59490586029824
4171.068000000027,57.433286734163325
4172.162000000027,58.88734080268223
4173.256000000027,59.341664468288045
4174.350000000027,60.94715975867554
4175.444000000027,62.079514769113864
4176.538000000027,62.21213937664294
4177.632000000027,62.433847055861925
4178.726000000027,61.12923420921934
4179.820000000027,60.493744400233716
4180.914000000027,59.96515427727367
4182.008000000027,60.0967788848066
4183.102000000027,60.8975265299965
4184.196000000027,61.26967543108794
4185.290000000027,61.7219990966976
4186.384000000027,62.25449752682549
4187.478000000027,62.29603906267238
4188.572000000027,61.266583738255775
4189.666000000027,60.8171683798178
4190.760000000028,59.82334628408025
4191.854000000028,58.30293406538266
4192.948000000028,56.827063382531946
4194.042000000028,54.3247373752685
4195.136000000028,52.964674685611186
4196.230000000028,50.56034005720162
4197.324000000028,48.19163865746724
4198.418000000028,45.32307205627631
4199.512000000028,42.516863605271794
4200.606000000028,39.210789952818445
4201.700000000028,37.03807131079955
4202.794000000028,35.43648432758374
4203.888000000028,33.86162226587915
4204.982000000028,31.769078388374613
4206.076000000028,29.14994438791389
4207.170000000028,27.628532169220154
4208.264000000028,25.607254749069863
4209.358000000028,24.139292373386986
4210.452000000028,22.662421690536277
4211.5460000000285,21.712141130641754
4212.6400000000285,20.69950242056854
4213.734000000029,19.08009882301706
4214.828000000029,17.389428768107468
4215.922000000029,15.091993825731201
4217.016000000029,13.821014207759948
4218.110000000029,12.487676439606144
4219.204000000029,11.645295565741055
4220.298000000029,11.284963278989135
4221.392000000029,12.486584746773971
4222.486000000029,13.581306528537098
4223.580000000029,16.220165450505185
4224.674000000029,18.216626256315944
4225.768000000029,18.464058857038424
4226.862000000029,18.06909334161131
4227.956000000029,17.531594911483428
4229.050000000029,17.96710196275743
4230.144000000029,18.260076099326803
4231.238000000029,17.866110583899687
4232.332000000029,16.240798679180376
4233.4260000000295,15.026268904219979
4234.5200000000295,13.151524398774324
4235.61400000003,11.714286944598804
4236.70800000003,11.276779893324797
4237.80200000003,10.223599647408566
4238.89600000003,10.152333190054318
4239.99000000003,9.43866861655047
4241.08400000003,7.547107496761424
4242.17800000003,7.181866902841669
4243.27200000003,6.7542681587393645
4244.36600000003,6.808718001757949
4245.46000000003,7.907439783517212
4246.55400000003,9.506026766736884
4247.64800000003,11.586662337065867
4248.74200000003,13.60493975721229
4249.83600000003,16.09635745730791
4250.93000000003,18.007735191428765
4252.02400000003,19.330164652410872
4253.11800000003,21.170275929189064
4254.212000000031,22.974753977284333
4255.306000000031,25.868045499982628
4256.400000000031,28.225838592545312
4257.494000000031,30.619264913783187
4258.588000000031,33.61054781533536
4259.682000000031,35.53974216379574
4260.776000000031,39.11997333848278
4261.870000000031,42.16470608304581
4262.964000000031,45.78057048640805
4264.058000000031,49.432068118453216
4265.152000000031,52.53915901319493
4266.246000000031,55.08402655630141
4267.340000000031,55.977857273181215
4268.434000000031,57.398278113021064
4269.528000000031,58.24756729405398
4270.622000000031,58.025859614838865
4271.716000000031,59.464097069014386
4272.810000000031,59.85806258444922
4273.904000000031,60.805343144339886
4274.998000000031,62.29703044152626
4276.092000000032,61.646724018204964
4277.186000000032,61.02314251638717
4278.280000000032,59.88187919878102
4279.374000000032,58.79406572418573
4280.468000000032,58.30410882990087
4281.562000000032,57.8586934714629
4282.656000000032,57.44891134169626
4283.750000000032,55.994857273185076
4284.844000000032,55.1297514778049
4285.938000000032,53.74696386664411
4287.032000000032,53.488622958753794
4288.126000000032,52.7304168493992
4289.220000000032,51.499070460107006
4290.314000000032,50.321173913821795
4291.408000000032,47.55459869149247
4292.502000000032,44.85928992651739
4293.596000000032,42.19961439020978
4294.690000000032,40.13779543422034
4295.784000000032,38.12051801407004
4296.878000000032,35.621192006806595
4297.9720000000325,34.79071944010548
4299.066000000033,33.960246873408224
4300.160000000033,33.70090596551018
4301.254000000033,32.88825001315246
4302.348000000033,33.164407535382296
4303.442000000033,31.780619924217635
4304.536000000033,29.272385609786355
4305.630000000033,26.755242988183376
4306.724000000033,25.87132057847527
4307.818000000033,24.434083124299747
4308.912000000033,22.461347239992477
4310.006000000033,20.99738486430188
4311.100000000033,20.033287690075554
4312.194000000033,18.462425628370962
4313.288000000033,17.35579553943228
4314.382000000033,17.257804160578395
4315.476000000033,17.624044754498147
4316.570000000033,17.90120227673572
4317.664000000033,17.52705337564427
4318.7580000000335,17.599319832994652
4319.8520000000335,17.56468660431946
4320.946000000034,16.896563566654777
4322.040000000034,15.621675641515694
4323.134000000034,14.802111381990137
4324.228000000034,14.446779095234351
4325.322000000034,12.88682534069373
4326.416000000034,12.317693681890653
4327.510000000034,12.194977381529412
4328.604000000034,11.983178009482124
4329.698000000034,11.10225559977015
4330.792000000034,11.738745408748052
4331.886000000034,13.9193723579425
4332.980000000034,13.842197593420416
4334.074000000034,14.25597972318706
4335.168000000034,14.616312009935122
4336.262000000034,16.038732849778835
4337.356000000034,16.881113723643924
4338.450000000034,17.661136447330314
4339.544000000034,16.763397423278818
4340.6380000000345,16.95447187382647
4341.7320000000345,16.592231279902855
4342.826000000035,16.76548911611485
4343.920000000035,17.483153689614827
4345.014000000035,18.75413330758608
4346.108000000035,21.105018092984796
4347.202000000035,23.973584694168004
4348.296000000035,26.842151295355073
4349.390000000035,30.264032941005684
4350.484000000035,33.68591458665244
4351.578000000035,37.11670453947862
4352.672000000035,40.556402799468756
4353.766000000035,44.0139176737907
4354.860000000035,45.30271390610148
4355.954000000035,47.68923192017153
4357.048000000035,49.540251504113684
4358.142000000035,51.971311054026756
4359.236000000035,53.322465436516225
4360.330000000035,54.70925304768089
4361.424000000035,56.131673887524606
4362.518000000036,59.77626321239035
4363.612000000036,62.34985567700804
4364.706000000036,64.9768979846366
4365.800000000036,67.13080001231596
4366.894000000036,68.22261348691126
4367.988000000036,68.79674514571433
4369.082000000036,68.87101160306472
4370.176000000036,67.9455476575097
4371.270000000036,67.64466521376865
4372.364000000036,66.3440523671222
4373.458000000036,64.00807588889904
4374.552000000036,61.74336586802241
4375.646000000036,58.97879064569309
4376.740000000036,56.267665266378486
4377.834000000036,53.60998973007474
4378.928000000036,51.55017077407756
4380.022000000036,51.194838487329505
4381.116000000036,50.348549306292725
4382.210000000036,49.573526582610185
4383.3040000000365,49.423085360733864
4384.3980000000365,48.27291373596374
4385.492000000037,47.747323612999836
4386.586000000037,46.74859321009445
4387.680000000037,45.821129264543316
4388.774000000037,44.384891810360074
4389.868000000037,43.57323585799848
4390.962000000037,41.74403288839585
4392.056000000037,40.54831972777498
4393.150000000037,38.861649672873114
4394.244000000037,37.781744505449524
4395.338000000037,36.22869905807287
4396.432000000037,35.86245846414925
4397.526000000037,35.040894204631414
4398.620000000037,34.8528197540799
4399.714000000037,35.29823511252174
4400.808000000037,36.3682319727775
4401.902000000037,36.42068181579608
4402.996000000037,34.92008621143028
4404.090000000037,33.48184875725477
4405.1840000000375,31.57047102313005
4406.2780000000375,30.248041562151805
4407.372000000038,28.952337022673195
4408.466000000038,28.754354264957705
4409.560000000038,28.565279814410047
4410.654000000038,28.947337022673192
4411.748000000038,29.88270927539216
4412.842000000038,30.826989835290544
4413.936000000038,33.449032142915236
4415.030000000038,35.01789420462755
4416.124000000038,36.61348118784337
4417.218000000038,37.69138635527083
4418.312000000038,39.30478995282231
4419.406000000038,41.471508594837346
4420.500000000038,43.629318929688395
4421.594000000038,45.77822095737162
4422.688000000038,46.28499446599601
4423.782000000038,46.80958458895219
4424.876000000038,46.76304305311304
4425.970000000038,47.78749837752191
4427.064000000039,48.240822043127714
4428.158000000039,48.12301404993817
4429.252000000039,48.49616295102575
4430.346000000039,48.29818019331413
4431.440000000039,48.07347251409128
4432.534000000039,47.277633176069216
4433.628000000039,45.90175387207239
4434.722000000039,44.516966260903864
4435.816000000039,42.01664025364041
4436.910000000039,39.46286440336224
4438.004000000039,36.83782209573754
4439.098000000039,34.67701176089035
4440.192000000039,32.45384327585288
4441.286000000039,31.266038422403707
4442.380000000039,29.498193602979764
4443.474000000039,26.60590208028534
4444.568000000039,24.775699110686567
4445.662000000039,23.47208626404398
4446.756000000039,21.624066680094096
4447.85000000004,19.820588632002686
4448.94400000004,18.588242242702762
4450.03800000004,17.927027512213634
4451.13200000004,18.381351177815578
4452.22600000004,18.335809641976418
4453.32000000004,18.888124686439966
4454.41400000004,19.48498126675426
4455.50800000004,19.590880952779838
4456.60200000004,18.65250870005701
4457.69600000004,19.38298988790038
4458.79000000004,20.149104304415083
4459.88400000004,20.941943642437142
4460.97800000004,22.29700633209444
4462.07200000004,24.767607417854396
4463.16600000004,26.738343302161663
4464.26000000004,28.200305677840678
4465.35400000004,30.25121632666616
4466.44800000004,33.426573678762125
4467.54200000004,35.548750784937994
4468.63600000004,37.688744505445655
4469.7300000000405,39.81092161162539
4470.8240000000405,43.00409557805701
4471.918000000041,46.179452930149125
4473.012000000041,48.79258693060984
4474.106000000041,50.83458927225976
4475.200000000041,52.88549992109297
4476.294000000041,54.94531887708243
4477.388000000041,56.97841291156838
4478.482000000041,59.0025986388865
4479.576000000041,59.92906258444536
4480.670000000041,59.74889644106553
4481.764000000041,59.55091368335391
4482.858000000041,59.35293092563842
4483.952000000041,58.628358044966745
4485.046000000041,57.39501165567455
4486.140000000041,56.19729849505367
4487.234000000041,55.57962530040371
4488.328000000041,54.4442702899654
4489.422000000041,52.24682672643915
4490.5160000000415,50.629423128887666
4491.6100000000415,48.53887925138313
4492.704000000042,48.14391373595988
4493.798000000042,47.802398063547486
4494.892000000042,46.443335373890186
4495.986000000042,44.62004071145538
4497.080000000042,42.87692081353494
4498.174000000042,40.660660635673025
4499.268000000042,38.533483529497154
4500.362000000042,35.97770767922285
4501.456000000042,34.59982837522216
4502.550000000042,34.39093731034269
4503.644000000042,34.262221009977594
